team,att,def,elo,squad_value_eur,market_value_gk_eur,market_value_def_eur,market_value_mid_eur,market_value_att_eur,att_norm,def_quality_norm,elo_norm,mv_norm,market_value_attack_eur,market_value_defense_eur,mv_att_norm,mv_def_norm,strength_combined
Cook Islands,-2.725617233437776,2.228563602491655,1271.7140807875633,,,,,,0.0,0.1555643581225548,0.2467107687262089,0.1387960625782715,,,,,0.10520098517674105
Corsica,0.1343542539162586,-0.5937735238195778,1528.9814223636963,,,,,,0.642400346712714,0.7219066969123723,0.4473955417127696,0.1387960625782715,,,,,0.4916951685223014
Costa Rica,0.5756566565731922,-0.5394270585532549,1685.0084543043793,,,,,,0.7415246973314145,0.7110013008287669,0.56910647980911,0.1387960625782715,,,,,0.5358334360275793
County of Nice,0.4052728629163414,0.6051022285120315,1554.4769100373321,,,,,,0.7032534737883249,0.48133511842723997,0.46728363215059576,0.1387960625782715,,,,,0.45483967742126474
Croatia,1.2593138329744455,-1.2128362136971522,1787.399260608226,387700000.0,13500000.0,195500000.0,134000000.0,44700000.0,0.8950862307574412,0.8461304859042329,0.6489777747551013,0.2386656371057225,134033333.33333333,253666666.66666666,0.12597223081842754,0.39884059827691126,0.6613102708483896
Cuba,-0.268056271197459,0.21337895592117295,1441.1161932073837,,,,,,0.5520118019328278,0.5599399995696509,0.37885511423908447,0.1387960625782715,,,,,0.41271346076629234
Curacao,0.3486891772673006,-0.38249833816382006,1591.580234234312,25835000.0,225000.0,11380000.0,6950000.0,7280000.0,0.6905437739049682,0.6795113070572556,0.49622656811712673,0.003857609125889781,11913333.333333332,13921666.666666666,0.0,0.014916888191397368,0.4623480871805324
Cyprus,0.35211759424173866,-0.3094056891852258,1351.0989112217524,,,,,,0.6913138571952364,0.6648442209090519,0.30863594965535257,0.1387960625782715,,,,,0.48067331898461246
Czech Republic,0.9003878380599581,-0.7010453233034177,1635.0381960343852,188180000.0,28000000.0,58100000.0,56680000.0,45400000.0,0.8144650831002689,0.7434323187948557,0.5301265227125118,0.10920051131976302,83186666.66666666,104993333.33333333,0.07352162461403039,0.16075756119954307,0.5566936644509881
DR Congo,0.7437035962062757,-1.1582301889895519,1669.9436483323025,141750000.0,6200000.0,30700000.0,59650000.0,45200000.0,0.7792710219929162,0.8351730055038187,0.5573549798010994,0.07907287604389045,84966666.66666666,56783333.33333333,0.07535777406421709,0.08355485806403398,0.5609954698667524
Denmark,1.2669188676984844,-1.2162272794190208,1759.355251795242,,,,,,0.896794456509022,0.8468109517755882,0.6271016768882397,0.1387960625782715,,,,,0.6299297841843602
Djibouti,-0.21364690649123058,0.4827528597001294,1145.047736439664,,,,,,0.5642331107487548,0.5058862703914825,0.14790302109387624,0.1387960625782715,,,,,0.38038227724280393
Dominica,-0.7776606104089687,0.776826758708417,1263.5480226852244,,,,,,0.4375456243351446,0.4468761336545333,0.2403407277158618,0.1387960625782715,,,,,0.3305328934760016
Dominican Republic,0.2128222127655463,-0.004127187662978704,1482.7759496741073,,,,,,0.6600256426967859,0.6035857203130128,0.41135235511691937,0.1387960625782715,,,,,0.46467945930730165
Donetsk PR,-0.26252889064376084,0.03579458629558724,1501.3426953207274,,,,,,0.5532533496894434,0.595574844992146,0.42583558922025977,0.1387960625782715,,,,,0.42675476133484913
Délvidék,-0.03063333059973411,0.4686271185534972,1497.6834060770414,,,,,,0.6053412074992582,0.5087208025256996,0.4229811125242972,0.1387960625782715,,,,,0.42298655328207646
Ecuador,0.6929844577229263,-1.5137856540383996,1805.2673825899856,366400000.0,2900000.0,186000000.0,127500000.0,50000000.0,0.7678786034703043,0.9065202984150839,0.6629160382814278,0.2248444303132158,135000000.0,231400000.0,0.12696939063219934,0.3631831235520823,0.629132518740485
Egypt,0.8873709419536713,-1.1027414113203922,1728.9224492288788,116680000.0,3050000.0,8830000.0,15500000.0,89300000.0,0.8115412572478865,0.8240383880873611,0.6033621690402602,0.06280538053740485,99633333.33333333,17046666.666666664,0.09048709537661696,0.019921211927105012,0.5692268681238479
El Salvador,-0.29793198541197274,-0.31696771087588727,1487.3199861742125,,,,,,0.5453011863709051,0.6663616487919023,0.4148969905451064,0.1387960625782715,,,,,0.4405743452557845
Elba Island,-0.33453215009084286,-0.5463748317746295,1504.0558104533848,,,,,,0.5370801399082352,0.71239547096489,0.42795199035826664,0.1387960625782715,,,,,0.45051093451841295
Ellan Vannin,-0.12505187485536834,0.37258239454608255,1540.5862419719476,,,,,,0.5841331269872232,0.5279935510275324,0.45644803385718236,0.1387960625782715,,,,,0.4237286043616109
England,1.53180443370738,-1.3985335235400127,2034.668358613718,1373200000.0,66000000.0,376000000.0,561200000.0,370000000.0,0.9562924550714963,0.8833933088969054,0.8418632863626396,0.8781397823646593,744133333.3333333,629066666.6666666,0.7553176125930968,1.0,0.9031789498449118
Equatorial Guinea,0.05992548079222482,-0.30868747333283253,1461.1981268091183,,,,,,0.6256823235185329,0.6647001006188824,0.39452029063226707,0.1387960625782715,,,,,0.46625468622291527
Eritrea,-0.6086491539066464,0.42350816126419666,1272.7832617021074,,,,,,0.475508596600984,0.5177745670660038,0.24754479735884574,0.1387960625782715,,,,,0.3622649490862114
Estonia,0.26053458709041527,-0.36598589287293226,1346.1780350088673,,,,,,0.6707426886338905,0.6761978485770481,0.30479735545358694,0.1387960625782715,,,,,0.47592795748496386
Eswatini,0.14681781023871582,-0.08365283996089878,1311.978957955686,,,,,,0.6451998826305448,0.6195436806489047,0.27811991566383204,0.1387960625782715,,,,,0.45015668942278153
Ethiopia,0.21668560358231898,-0.27679788064290667,1398.3732798930052,,,,,,0.660893428830723,0.6583009974292957,0.34551294261819937,0.1387960625782715,,,,,0.47207806248337836
Falkland Islands,-1.1398726397522774,1.376625771239675,1342.634242287234,,,,,,0.3561863750340507,0.32651787723151365,0.30203297333848683,0.1387960625782715,,,,,0.2781368166771263
Faroe Islands,0.29355115813067073,-0.5968445965321264,1387.245100190123,,,,,,0.6781587963738833,0.7225229516065419,0.3368322597000152,0.1387960625782715,,,,,0.4933083613759776
Felvidék,-0.5284365451015451,0.23437657708169857,1506.2829317688363,,,,,,0.49352577192422514,0.5557265263576051,0.42968928562810815,0.1387960625782715,,,,,0.39627339909917236
Fiji,-0.7298638108669737,1.0373886327776995,1494.9709965615798,,,,,,0.44828163367415474,0.39459066435883494,0.4208652618122631,0.1387960625782715,,,,,0.3392715828303707
Finland,0.5569389736831207,-0.6719004516635649,1503.0243098123824,,,,,,0.7373203736060179,0.73758398316749,0.4271473547185199,0.1387960625782715,,,,,0.5268116807993122
France,1.4891934011972507,-1.6191456400159698,2048.337589111602,1561000000.0,57000000.0,417000000.0,317000000.0,770000000.0,0.9467212610301114,0.9276622875549096,0.8525261493695133,1.0,981333333.3333333,579666666.6666666,1.0,0.9208916503859335,0.9485206281862179
Franconia,-0.6120419296272313,1.7974893605342348,1495.0058126613721,,,,,,0.474746518968791,0.24206557447486773,0.42089242056875464,0.1387960625782715,,,,,0.3104057360881507
French Guiana,-0.18178727212616813,0.2582761736904167,1455.278198024623,,,,,,0.5713893499814723,0.5509307302376693,0.3899023723339918,0.1387960625782715,,,,,0.41834801105981323
Frøya,-1.7355968736760812,1.788760515528405,1338.695146764246,,,,,,0.22237614087263438,0.24381714215593941,0.2989602300747668,0.1387960625782715,,,,,0.21032077662536502
Gabon,0.60733468950972,-0.291898365317923,1555.7816707427241,,,,,,0.7486401456607366,0.6613311258033946,0.4683014278970718,0.1387960625782715,,,,,0.515825793995295
Galicia,-0.20441326042324698,-0.022164879335971888,1515.058693790728,,,,,,0.5663071515081551,0.6072052413097139,0.43653493419880424,0.1387960625782715,,,,,0.43530112554864464
Gambia,0.8389505298853137,-0.16707970236177583,1475.032840253432,,,,,,0.800665173469351,0.6362844746276035,0.4053122407876838,0.1387960625782715,,,,,0.5214739722234235
Georgia,0.9562497714960274,-0.7874905164756096,1572.3971759499134,,,,,,0.8270126646289833,0.7607787840423522,0.4812625712358776,0.1387960625782715,,,,,0.5694142045278013
Germany,1.5345891446464177,-1.1509776320682252,1878.9766652271894,982000000.0,18500000.0,220000000.0,511500000.0,232000000.0,0.9569179505635467,0.8337176761561165,0.7204139335153317,0.6242967731050996,573000000.0,409000000.0,0.5787859407343223,0.6475888500998196,0.8026811270193335
Ghana,0.7487256081052114,-0.9275313670432956,1592.8023631250403,235880000.0,1880000.0,41000000.0,24000000.0,169000000.0,0.7803990549818242,0.7888799850283156,0.49717990582992594,0.14015222793960197,185000000.0,50880000.0,0.17854662237901703,0.07410135690569986,0.5621233244655905
Gibraltar,-0.5107387992562993,0.1902933010761379,1105.0434776177042,,,,,,0.4975009996904074,0.5645724666252503,0.11669717292443482,0.1387960625782715,,,,,0.3685770026138801
Gotland,-0.20645701614370637,0.9421898707410064,1448.2833224179412,,,,,,0.5658480877065668,0.4136936584835031,0.38444592763099894,0.1387960625782715,,,,,0.3815536568547555
Gozo,-1.0580628090997737,0.4300333901074477,1475.1809979945672,,,,,,0.3745623147271764,0.5164651865069719,0.4054278131820024,0.1387960625782715,,,,,0.3423947068729364
Greece,1.0635724476254869,-1.0511785018409063,1685.0726687960657,,,,,,0.8511192421457705,0.8136915523117263,0.5691565711678017,0.1387960625782715,,,,,0.5998690987192128
Greenland,-0.8922155723091478,1.4316150249846982,1490.805138611901,,,,,,0.4118145470961822,0.3154834964398162,0.41761562953556713,0.1387960625782715,,,,,0.30640634732065597
Grenada,-0.30849107682819704,0.49777413584216684,1368.314660344639,,,,,,0.5429294270660493,0.5028720363431893,0.32206532115409625,0.1387960625782715,,,,,0.3895886594478057
Guadeloupe,0.0053073290784622085,0.023066050631319057,1535.8634069816428,,,,,,0.6134141174357547,0.598129007848974,0.4527639243154284,0.1387960625782715,,,,,0.45114240426978197
Guam,-1.4188194296312773,1.1550557955581646,1154.457439965303,,,,,,0.29352997607167686,0.3709790640483687,0.1552431840712079,0.1387960625782715,,,,,0.2526433948177813
Guatemala,0.42858790925002127,-0.2664829945368865,1617.9942377926122,,,,,,0.7084904469241081,0.6562311679014288,0.516831158949714,0.1387960625782715,,,,,0.5053513830672479
Guernsey,-0.5764295233796359,0.17090682512224514,1666.3090259142205,,,,,,0.4827456973598646,0.5684626404922433,0.55451974478683,0.1387960625782715,,,,,0.4081674474511779
Guinea,0.5041685125498729,-0.654160915608049,1504.6891149621865,,,,,,0.7254671916151892,0.7340242913627557,0.42844600786861836,0.1387960625782715,,,,,0.5219030094663485
Guinea-Bissau,-0.08062492102645746,-0.4755314744387591,1389.6221500538825,,,,,,0.5941122091806217,0.6981797373775427,0.3386865087055974,0.1387960625782715,,,,,0.45799167720164446
Guyana,0.10717643981099101,0.2975301372226279,1486.4185739089378,,,,,,0.6362957273899982,0.5430538606368152,0.41419383205357113,0.1387960625782715,,,,,0.4415251717245417
Haiti,0.5879682358667377,-0.2446486872748297,1648.3237698657408,55610000.0,900000.0,7280000.0,19630000.0,27800000.0,0.7442900965116951,0.6518498016481312,0.5404901092913887,0.023178098902738933,40886666.666666664,14723333.333333332,0.029887286556222623,0.016200664040397567,0.48446642479108665
Hitra,-0.32815285967913066,1.3965358814091537,1455.383579766835,,,,,,0.5385130417362377,0.3225226286647051,0.3899845767478253,0.1387960625782715,,,,,0.3497474982221235
Hmong,-0.6896872917166315,1.9549426003465415,1483.6331646763085,,,,,,0.4573059928141013,0.21047032837402954,0.4120210369521787,0.1387960625782715,,,,,0.29551560204714217
Honduras,0.17182236921354482,-0.6378641652012942,1638.5839651175343,,,,,,0.650816350286203,0.7307541151481592,0.5328924465144023,0.1387960625782715,,,,,0.5054023148121325
Hong Kong,-0.16255880358421995,0.06216703473577412,1382.0834165515146,,,,,,0.575708405228254,0.5902828357598009,0.33280582049907986,0.1387960625782715,,,,,0.4239880515932285
Hungary,0.8798721100141893,-0.8663983521304701,1689.0770394740496,,,,,,0.8098568865263027,0.7766127706263801,0.5722802331745761,0.1387960625782715,,,,,0.57646994503174
Iceland,0.9849354284136382,-0.5735131546047529,1510.1773455552475,,,,,,0.8334559722042642,0.7178411638550704,0.432727174315625,0.1387960625782715,,,,,0.5560814174403039
India,-0.595924809324704,-0.16984444541874544,1340.1963372833243,,,,,,0.4783667101896248,0.6368392598920709,0.30013125348055597,0.1387960625782715,,,,,0.3982901076609235
Indonesia,0.2824018345111832,-0.2198389427429609,1521.6035042249741,,,,,,0.6756544604424096,0.6468713713210211,0.44164029964546375,0.1387960625782715,,,,,0.4839997527231265
Iran,1.0391248950378869,-0.9535763957991996,1812.5037988374545,32650000.0,1850000.0,6950000.0,5850000.0,18000000.0,0.8456278880088517,0.7941062928148505,0.668560899937643,0.00827974641654392,21900000.0,10750000.0,0.01030169242089772,0.009837833221236481,0.5638363479255382
Iraq,0.6044042912583456,-0.8881082124702837,1732.4054752538393,21110000.0,1080000.0,4830000.0,5500000.0,9700000.0,0.7479819262130907,0.7809691648235965,0.6060791492945091,0.0007916371965661115,13366666.666666666,7743333.333333333,0.0014991782027741682,0.005023006544320959,0.5178813714689016
Iraqi Kurdistan,0.18051560466173927,-0.1794469765482849,1577.8702979543987,,,,,,0.6527690052307256,0.6387661451984032,0.4855319520296806,0.1387960625782715,,,,,0.4783527021068043
Isle of Man,0.24848099746384694,0.6761666704992004,1634.8858077339996,,,,,,0.668035238510881,0.46707502104035953,0.530007650214816,0.1387960625782715,,,,,0.4452206725338613
Isle of Wight,-0.35312602706710616,0.32388627903412864,1571.246287533055,,,,,,0.5329036251880357,0.5377651235629028,0.48036480559156736,0.1387960625782715,,,,,0.4106328490391764
Israel,1.164359524707836,-0.5111594621703696,1570.6929889387015,,,,,,0.8737578081413228,0.705329003037619,0.4799331977468976,0.1387960625782715,,,,,0.5717796221570389
Italy,1.2393596030450462,-1.128898492847705,1818.9206497384484,,,,,,0.8906041566242859,0.8292871808662223,0.6735664488676595,0.1387960625782715,,,,,0.628028713695303
Ivory Coast,0.7678867944300285,-1.1959411237981679,1673.7903589656703,520900000.0,8800000.0,158000000.0,63100000.0,291000000.0,0.7847029974487044,0.8427402443068513,0.5603556570167652,0.32509684577998976,333066666.6666667,187833333.33333334,0.33128399799192654,0.2934161782446701,0.6388957296194329
Jamaica,0.15610310833060936,-0.6181437409977509,1641.6389940852246,,,,,,0.6472855253510887,0.7267969297852755,0.5352755620357591,0.1387960625782715,,,,,0.5034155412962573
Japan,1.3970158827557735,-1.3822600300235683,1852.0119265701096,279400000.0,24000000.0,55900000.0,67000000.0,132500000.0,0.9260165546832987,0.8801277995102115,0.6993797345265083,0.16839161383677997,177166666.66666666,102233333.33333333,0.1704661894053489,0.15633774247616605,0.6645932016203923
Jersey,0.04610965297255193,0.48925784505895026,1720.977440604908,,,,,,0.6225790434261526,0.5045809519773343,0.5971645605824217,0.1387960625782715,,,,,0.4454031780252106
Jordan,0.920341679937682,-0.7214439459808142,1707.8435420922567,19890000.0,800000.0,3980000.0,2530000.0,12580000.0,0.8189470700701319,0.7475255943881606,0.5869192903305038,0.0,14266666.666666666,5623333.333333333,0.002427568374216887,0.0016280733220168883,0.5322048021546367
Kabylia,-0.7086845564615095,1.2212018629306374,1478.1128693231958,,,,,,0.4530388700428901,0.3577059089216328,0.40771485796742657,0.1387960625782715,,,,,0.33040038631564383
Kazakhstan,0.33099748966636505,-0.484073482277938,1438.8854607715004,,,,,,0.6865699069279626,0.6998938135070392,0.3771150020672622,0.1387960625782715,,,,,0.4946232397817543
Kenya,0.33636454425476253,-0.3323956145795657,1466.315953619904,,,,,,0.6877754426277616,0.6694574784802519,0.3985125187379207,0.1387960625782715,,,,,0.48957584518705305
Kernow,-0.4459545160289252,0.19526374216998627,1535.0069234010034,,,,,,0.5120526993107777,0.563575076480868,0.4520958130351769,0.1387960625782715,,,,,0.40696061395598837
Kosovo,0.8979794775046399,-0.9755325246157218,1660.1214351411897,,,,,,0.8139241225827999,0.7985121043066093,0.549693033234513,0.1387960625782715,,,,,0.581109591077565
Kuwait,0.25776562011963716,-0.22144549613469977,1492.6272334665382,,,,,,0.6701207295164905,0.6471937492526956,0.4190369785883564,0.1387960625782715,,,,,0.47988320927626266
Kyrgyzstan,0.372196434039676,-0.23848917000574443,1492.2097280258452,,,,,,0.6958239209160875,0.6506138063506632,0.41871129797894513,0.1387960625782715,,,,,0.48970177247967245
Kárpátalja,0.08330625919300128,0.08867889594237588,1555.4018991404112,,,,,,0.630934061243012,0.5849628513605445,0.4680051820645071,0.1387960625782715,,,,,0.45550697125512246
Laos,-0.5857217266440966,0.8724767231350559,1147.9042012696152,,,,,,0.48065850361502865,0.42768259931253716,0.15013124404837513,0.1387960625782715,,,,,0.3318030692717133
