strategy,season,matchday,points,baseline_points,changes,expected_cost,added_draws,games,better,equal,worse
hybrid_420,2020,6,8,8,0,0.0,0.0,9,False,True,False
hybrid_420,2020,7,12,16,2,0.7741505881988218,1.0,9,False,False,True
hybrid_420,2020,8,10,6,1,0.011010624921877987,0.0,9,True,False,False
hybrid_420,2020,9,9,9,0,0.0,0.0,9,False,True,False
hybrid_420,2020,10,6,10,1,0.13869267763451598,0.0,9,False,False,True
hybrid_420,2020,11,10,12,1,0.5755793228181441,1.0,9,False,False,True
hybrid_420,2020,12,17,13,1,0.03035783532628633,0.0,9,True,False,False
hybrid_420,2020,13,9,11,1,0.5971131738878607,0.0,9,False,False,True
hybrid_420,2020,14,16,16,0,0.0,0.0,9,False,True,False
hybrid_420,2020,15,4,6,2,0.5948389542136853,0.0,9,False,False,True
hybrid_420,2020,16,6,6,0,0.0,0.0,9,False,True,False
hybrid_420,2020,17,10,10,1,0.6177844958862267,1.0,9,False,True,False
hybrid_420,2020,18,8,6,2,0.705520917338007,1.0,9,True,False,False
hybrid_420,2020,19,16,16,0,0.0,0.0,9,False,True,False
hybrid_420,2020,20,10,12,1,0.2834993574420026,0.0,9,False,False,True
hybrid_420,2020,21,4,4,0,0.0,0.0,9,False,True,False
hybrid_420,2020,22,8,11,1,0.4845531099442122,0.0,9,False,False,True
hybrid_420,2020,23,11,11,0,0.0,0.0,9,False,True,False
hybrid_420,2020,24,8,12,1,0.6428770020202623,0.0,9,False,False,True
hybrid_420,2020,25,15,15,0,0.0,0.0,9,False,True,False
hybrid_420,2020,26,16,16,0,0.0,0.0,9,False,True,False
hybrid_420,2020,27,15,19,1,0.008056436907689424,0.0,9,False,False,True
hybrid_420,2020,28,8,11,1,0.21704845652997262,0.0,9,False,False,True
hybrid_420,2020,29,13,13,0,0.0,0.0,9,False,True,False
hybrid_420,2020,30,10,17,2,0.9739471652081325,1.0,9,False,False,True
hybrid_420,2020,31,15,18,1,0.19814716793486975,0.0,9,False,False,True
hybrid_420,2020,32,16,14,1,0.5530213686542493,0.0,9,True,False,False
hybrid_420,2020,33,2,5,2,0.08374647878784103,0.0,9,False,False,True
hybrid_420,2020,34,16,18,1,0.008534401826396643,0.0,9,False,False,True
hybrid_420,2021,1,11,11,0,0.0,0.0,9,False,True,False
hybrid_420,2021,2,13,12,2,0.3327141265460867,1.0,9,True,False,False
hybrid_420,2021,3,13,17,1,0.7795526698098921,0.0,9,False,False,True
hybrid_420,2021,4,13,13,0,0.0,0.0,9,False,True,False
hybrid_420,2021,5,8,8,1,0.5195224932894146,0.0,9,False,True,False
hybrid_420,2021,6,9,13,1,0.6616022893389129,1.0,9,False,False,True
hybrid_420,2021,7,16,13,1,0.5621379882184885,0.0,9,True,False,False
hybrid_420,2021,8,7,7,1,0.15902466531843362,1.0,9,False,True,False
hybrid_420,2021,9,8,10,1,0.6989660092740626,1.0,9,False,False,True
hybrid_420,2021,10,12,15,1,0.33888563149153506,1.0,9,False,False,True
hybrid_420,2021,11,12,12,1,0.517856636802355,0.0,9,False,True,False
hybrid_420,2021,12,10,10,0,0.0,0.0,9,False,True,False
hybrid_420,2021,13,14,10,1,0.16489145758963142,0.0,9,True,False,False
hybrid_420,2021,14,12,10,2,0.49485355089339467,1.0,9,True,False,False
hybrid_420,2021,15,6,6,0,0.0,0.0,9,False,True,False
hybrid_420,2021,16,9,8,2,0.8315385546074241,1.0,9,True,False,False
hybrid_420,2021,17,9,12,1,0.5919290141898376,0.0,9,False,False,True
hybrid_420,2021,18,4,9,2,0.682509467612989,0.0,9,False,False,True
hybrid_420,2021,19,10,14,1,0.7128633552877738,1.0,9,False,False,True
hybrid_420,2021,20,14,11,1,0.26778577202322273,1.0,9,True,False,False
hybrid_420,2021,21,7,10,2,0.2208589391209269,0.0,9,False,False,True
hybrid_420,2021,22,11,13,1,0.9025491251668164,1.0,9,False,False,True
hybrid_420,2021,23,14,17,2,0.42335218403031094,1.0,9,False,False,True
hybrid_420,2021,24,17,15,1,0.036861041201006195,0.0,9,True,False,False
hybrid_420,2021,25,15,15,1,0.07139712353014227,1.0,9,False,True,False
hybrid_420,2021,26,12,12,0,0.0,0.0,9,False,True,False
hybrid_420,2021,27,9,11,1,0.7836568817283946,1.0,9,False,False,True
hybrid_420,2021,28,8,8,1,0.9229196093839827,1.0,9,False,True,False
hybrid_420,2021,29,11,13,1,0.7374329038718288,1.0,9,False,False,True
hybrid_420,2021,30,9,11,1,0.7416161479750535,1.0,9,False,False,True
hybrid_420,2021,31,8,10,1,0.9549879081944498,1.0,9,False,False,True
hybrid_420,2021,32,4,4,1,0.5753274601969847,0.0,9,False,True,False
hybrid_420,2021,33,7,10,1,0.3330269872165502,1.0,9,False,False,True
hybrid_420,2021,34,18,14,2,0.9787211020562558,0.0,9,True,False,False
hybrid_420,2022,1,14,16,1,0.8798097272854681,0.0,9,False,False,True
hybrid_420,2022,2,9,9,1,0.40349374399487115,0.0,9,False,True,False
hybrid_420,2022,3,5,9,1,0.4932071265248048,0.0,9,False,False,True
hybrid_420,2022,4,18,15,1,0.1152249883972889,0.0,9,True,False,False
hybrid_420,2022,5,5,5,0,0.0,0.0,9,False,True,False
hybrid_420,2022,6,9,6,1,0.19753931168739125,0.0,9,True,False,False
hybrid_420,2022,7,6,4,1,0.27509852628385467,0.0,9,True,False,False
hybrid_420,2022,8,16,15,2,0.9727383253334606,0.0,9,True,False,False
hybrid_420,2022,9,8,4,1,0.14669298419663968,0.0,9,True,False,False
hybrid_420,2022,10,11,11,0,0.0,0.0,9,False,True,False
hybrid_420,2022,11,11,11,0,0.0,0.0,9,False,True,False
hybrid_420,2022,12,19,23,1,0.7868588415635631,0.0,9,False,False,True
hybrid_420,2022,13,16,20,1,0.8510537415891104,0.0,9,False,False,True
hybrid_420,2022,14,14,14,0,0.0,0.0,9,False,True,False
hybrid_420,2022,15,12,12,0,0.0,0.0,9,False,True,False
hybrid_420,2022,16,15,15,1,0.6536354306576179,0.0,9,False,True,False
hybrid_420,2022,17,16,12,1,0.01797157626009316,0.0,9,True,False,False
hybrid_420,2022,18,10,8,1,0.4595994491043047,0.0,9,True,False,False
hybrid_420,2022,19,9,9,0,0.0,0.0,9,False,True,False
hybrid_420,2022,20,14,14,0,0.0,0.0,9,False,True,False
hybrid_420,2022,21,10,10,0,0.0,0.0,9,False,True,False
hybrid_420,2022,22,15,15,0,0.0,0.0,9,False,True,False
hybrid_420,2022,23,15,15,0,0.0,0.0,9,False,True,False
hybrid_420,2022,24,11,11,0,0.0,0.0,9,False,True,False
hybrid_420,2022,25,9,6,1,0.22569880865915815,0.0,9,True,False,False
hybrid_420,2022,26,6,6,0,0.0,0.0,9,False,True,False
hybrid_420,2022,27,16,21,2,0.4244939269801764,0.0,9,False,False,True
hybrid_420,2022,28,6,8,1,0.3116041703401967,0.0,9,False,False,True
hybrid_420,2022,29,8,8,1,0.4583246107183335,0.0,9,False,True,False
hybrid_420,2022,30,11,15,1,0.781090483479135,0.0,9,False,False,True
hybrid_420,2022,31,8,11,1,0.6791607487924753,0.0,9,False,False,True
hybrid_420,2022,32,16,19,2,0.6099996622906012,0.0,9,False,False,True
hybrid_420,2022,33,6,8,1,0.008036987445103172,0.0,9,False,False,True
hybrid_420,2022,34,20,16,1,0.8947809317680483,1.0,9,True,False,False
hybrid_420,2023,1,16,16,0,0.0,0.0,9,False,True,False
hybrid_420,2023,2,9,14,2,0.9317470528459816,1.0,9,False,False,True
hybrid_420,2023,3,10,12,1,0.40152462369061004,0.0,9,False,False,True
hybrid_420,2023,4,10,10,0,0.0,0.0,9,False,True,False
hybrid_420,2023,5,16,16,0,0.0,0.0,9,False,True,False
hybrid_420,2023,6,12,10,2,0.869010587564031,0.0,9,True,False,False
hybrid_420,2023,7,11,13,1,0.5671114654466821,0.0,9,False,False,True
hybrid_420,2023,8,13,17,1,0.8901059723063207,0.0,9,False,False,True
hybrid_420,2023,9,12,12,0,0.0,0.0,9,False,True,False
hybrid_420,2023,10,7,5,1,0.9229819652007731,0.0,9,True,False,False
hybrid_420,2023,11,8,12,1,0.05574591963666631,0.0,9,False,False,True
hybrid_420,2023,12,6,10,1,0.09034070012354456,0.0,9,False,False,True
hybrid_420,2023,13,13,12,2,0.03892785931946896,0.0,9,True,False,False
hybrid_420,2023,14,9,12,1,0.040243450119896496,0.0,9,False,False,True
hybrid_420,2023,15,14,14,0,0.0,0.0,9,False,True,False
hybrid_420,2023,16,14,14,0,0.0,0.0,9,False,True,False
hybrid_420,2023,17,11,9,1,0.6638386943977147,0.0,9,True,False,False
hybrid_420,2023,18,9,9,1,0.09210758977523015,0.0,9,False,True,False
hybrid_420,2023,19,12,12,1,0.8729593843109862,0.0,9,False,True,False
hybrid_420,2023,20,10,12,1,0.4027865224650513,0.0,9,False,False,True
hybrid_420,2023,21,8,8,0,0.0,0.0,9,False,True,False
hybrid_420,2023,22,13,13,0,0.0,0.0,9,False,True,False
hybrid_420,2023,23,12,12,0,0.0,0.0,9,False,True,False
hybrid_420,2023,24,12,19,2,0.5329119465089494,0.0,9,False,False,True
hybrid_420,2023,25,23,19,1,0.3203042723007439,0.0,9,True,False,False
hybrid_420,2023,26,15,17,1,0.6980666926156993,0.0,9,False,False,True
hybrid_420,2023,27,2,4,1,0.18581244554444498,0.0,9,False,False,True
hybrid_420,2023,28,10,14,1,0.8542179987523584,1.0,9,False,False,True
hybrid_420,2023,29,21,21,1,0.5101848610553124,0.0,9,False,True,False
hybrid_420,2023,30,14,14,2,0.8923693499144619,1.0,9,False,True,False
hybrid_420,2023,31,7,10,1,0.34134237016030367,0.0,9,False,False,True
hybrid_420,2023,32,6,8,2,0.7759653650323124,0.0,9,False,False,True
hybrid_420,2023,33,11,13,2,0.5176688865109389,1.0,9,False,False,True
hybrid_420,2023,34,13,15,1,0.4401989226280465,0.0,9,False,False,True
hybrid_420,2024,1,13,13,0,0.0,0.0,9,False,True,False
hybrid_420,2024,2,13,13,0,0.0,0.0,9,False,True,False
hybrid_420,2024,3,14,18,1,0.07712503417610406,0.0,9,False,False,True
hybrid_420,2024,4,10,14,2,0.3524445274208975,0.0,9,False,False,True
hybrid_420,2024,5,12,10,1,0.7559502425274711,0.0,9,True,False,False
hybrid_420,2024,6,12,12,0,0.0,0.0,9,False,True,False
hybrid_420,2024,7,16,19,1,0.771369087565809,0.0,9,False,False,True
hybrid_420,2024,8,6,6,1,0.0857373698716144,0.0,9,False,True,False
hybrid_420,2024,9,6,10,1,0.32296828414550705,0.0,9,False,False,True
hybrid_420,2024,10,6,8,2,0.5623999893867759,0.0,9,False,False,True
hybrid_420,2024,11,21,23,1,0.6023428718875788,1.0,9,False,False,True
hybrid_420,2024,12,12,14,1,0.7404234744926621,1.0,9,False,False,True
hybrid_420,2024,13,18,18,1,0.08779340059392071,0.0,9,False,True,False
hybrid_420,2024,14,13,13,1,0.09552587285988001,1.0,9,False,True,False
hybrid_420,2024,15,8,10,1,0.2632801283360532,0.0,9,False,False,True
hybrid_420,2024,16,18,20,2,0.6984913139264619,1.0,9,False,False,True
hybrid_420,2024,17,9,17,2,0.6403370065606689,1.0,9,False,False,True
hybrid_420,2024,18,11,14,2,0.33419325066909844,1.0,9,False,False,True
hybrid_420,2024,19,10,12,2,0.748966143324541,1.0,9,False,False,True
hybrid_420,2024,20,19,16,1,0.15290824053455077,1.0,9,True,False,False
hybrid_420,2024,21,5,7,1,0.9088090242818004,1.0,9,False,False,True
hybrid_420,2024,22,6,6,2,0.36465730900177606,1.0,9,False,True,False
hybrid_420,2024,23,9,11,1,0.6104131134833148,1.0,9,False,False,True
hybrid_420,2024,24,16,15,2,0.716267732124778,1.0,9,True,False,False
hybrid_420,2024,25,3,0,2,0.7164944244049832,1.0,9,True,False,False
hybrid_420,2024,26,12,16,1,0.3893150069827015,0.0,9,False,False,True
hybrid_420,2024,27,10,12,1,0.4548607924993243,0.0,9,False,False,True
hybrid_420,2024,28,19,15,1,0.17415402630028654,1.0,9,True,False,False
hybrid_420,2024,29,12,8,1,0.1976788788300382,0.0,9,True,False,False
hybrid_420,2024,30,11,11,1,0.08247136233605579,0.0,9,False,True,False
hybrid_420,2024,31,9,11,2,0.6855975542830968,0.0,9,False,False,True
hybrid_420,2024,32,2,6,1,0.13770507634371665,1.0,9,False,False,True
hybrid_420,2024,33,11,13,2,0.42910757727430093,0.0,9,False,False,True
hybrid_420,2024,34,4,4,2,0.7472298290110997,1.0,9,False,True,False
hybrid_420,2025,1,6,6,1,0.6778971735339291,0.0,9,False,True,False
hybrid_420,2025,2,13,13,1,0.24641922294857643,1.0,9,False,True,False
hybrid_420,2025,3,8,9,2,0.8385906483981861,1.0,9,False,False,True
hybrid_420,2025,4,11,14,1,0.8357824765444928,0.0,9,False,False,True
hybrid_420,2025,5,16,13,1,0.0336178642062297,0.0,9,True,False,False
hybrid_420,2025,6,13,13,1,0.25311424667811977,0.0,9,False,True,False
hybrid_420,2025,7,15,15,1,0.07196922915886428,0.0,9,False,True,False
hybrid_420,2025,8,20,20,0,0.0,0.0,9,False,True,False
hybrid_420,2025,9,11,12,2,0.7014146120039302,0.0,9,False,False,True
hybrid_420,2025,10,17,17,0,0.0,0.0,9,False,True,False
hybrid_420,2025,11,15,15,1,0.1723953156737037,1.0,9,False,True,False
hybrid_420,2025,12,5,11,2,0.6940798155834402,0.0,9,False,False,True
hybrid_420,2025,13,11,11,2,0.7633379368002413,1.0,9,False,True,False
hybrid_420,2025,14,11,14,1,0.7287323016452664,0.0,9,False,False,True
hybrid_420,2025,15,6,4,2,0.4789361356503974,0.0,9,True,False,False
hybrid_420,2025,16,10,10,0,0.0,0.0,9,False,True,False
hybrid_420,2025,17,19,21,1,0.6927460481391968,0.0,9,False,False,True
hybrid_420,2025,18,8,11,2,0.4012027885591518,0.0,9,False,False,True
hybrid_420,2025,19,19,21,1,0.20741888447527168,0.0,9,False,False,True
hybrid_420,2025,20,9,15,2,0.9247551303837094,1.0,9,False,False,True
hybrid_420,2025,21,17,17,1,0.558502928905849,0.0,9,False,True,False
hybrid_420,2025,22,17,19,1,0.8321397304430038,0.0,9,False,False,True
hybrid_420,2025,23,6,6,1,0.33706459298489067,0.0,9,False,True,False
hybrid_420,2025,24,16,19,1,0.8899266702553549,0.0,9,False,False,True
hybrid_420,2025,25,13,13,1,0.02954109333068955,0.0,9,False,True,False
hybrid_420,2025,26,11,11,0,0.0,0.0,9,False,True,False
hybrid_420,2025,27,8,12,2,0.7077266594045902,0.0,9,False,False,True
hybrid_420,2025,28,12,8,1,0.908565630173122,0.0,9,True,False,False
hybrid_420,2025,29,13,9,1,0.08709377285407482,0.0,9,True,False,False
hybrid_420,2025,30,11,15,1,0.05167844155081891,0.0,9,False,False,True
hybrid_420,2025,31,12,16,2,0.8067771032389014,0.0,9,False,False,True
hybrid_420,2025,32,5,2,2,0.17860989487950474,0.0,9,True,False,False
hybrid_420,2025,33,11,15,2,0.7438790463034268,0.0,9,False,False,True
hybrid_420,2025,34,8,6,1,0.88404937135309,0.0,9,True,False,False
hybrid_90,2011,1,12,10,1,0.6651603477376308,0.0,9,True,False,False
hybrid_90,2011,2,8,8,2,0.9620482392235796,0.0,9,False,True,False
hybrid_90,2011,3,10,8,2,0.33093927911001586,0.0,9,True,False,False
hybrid_90,2011,4,6,13,2,0.9220646112986911,0.0,9,False,False,True
hybrid_90,2011,5,9,14,2,0.6824417483701748,0.0,9,False,False,True
hybrid_90,2011,6,13,10,1,0.1093820804322776,0.0,9,True,False,False
hybrid_90,2011,7,15,18,1,0.7001247819790917,0.0,9,False,False,True
hybrid_90,2011,8,11,11,0,0.0,0.0,9,False,True,False
hybrid_90,2011,9,6,11,2,0.5312417544883844,0.0,9,False,False,True
hybrid_90,2011,10,6,10,2,0.6157084333080252,0.0,9,False,False,True
hybrid_90,2011,11,15,15,1,0.6851237307068012,0.0,9,False,True,False
hybrid_90,2011,12,7,9,2,0.15269753726974544,0.0,9,False,False,True
hybrid_90,2011,13,8,12,2,0.3957350180681086,0.0,9,False,False,True
hybrid_90,2011,14,8,10,2,0.45575817719175515,0.0,9,False,False,True
hybrid_90,2011,15,8,8,0,0.0,0.0,9,False,True,False
hybrid_90,2011,16,8,11,1,0.11691791831485154,0.0,9,False,False,True
hybrid_90,2011,17,10,10,0,0.0,0.0,9,False,True,False
hybrid_90,2011,18,13,16,2,0.8550045929101096,0.0,9,False,False,True
hybrid_90,2011,19,19,14,2,0.18876321689981923,1.0,9,True,False,False
hybrid_90,2011,20,5,2,1,0.6705345535644256,1.0,9,True,False,False
hybrid_90,2011,21,15,18,1,0.2871005752177752,0.0,9,False,False,True
hybrid_90,2011,22,13,16,1,0.8512303340147385,0.0,9,False,False,True
hybrid_90,2011,23,11,13,1,0.5777467268980412,0.0,9,False,False,True
hybrid_90,2011,24,5,6,2,0.6958491473738483,0.0,9,False,False,True
hybrid_90,2011,25,11,13,1,0.5125122548640866,0.0,9,False,False,True
hybrid_90,2011,26,12,8,2,0.424086416859932,1.0,9,True,False,False
hybrid_90,2011,27,16,16,0,0.0,0.0,9,False,True,False
hybrid_90,2011,28,9,7,2,0.2644736431301591,1.0,9,True,False,False
hybrid_90,2011,29,8,11,1,0.12087473640860391,1.0,9,False,False,True
hybrid_90,2011,30,16,13,2,0.5523175785005293,0.0,9,True,False,False
hybrid_90,2011,31,7,12,2,0.4247231772893604,1.0,9,False,False,True
hybrid_90,2011,32,6,6,1,0.8961084056226929,1.0,9,False,True,False
hybrid_90,2011,33,13,13,2,0.8826636688018377,1.0,9,False,True,False
hybrid_90,2011,34,17,16,2,0.7230224454212162,0.0,9,True,False,False
hybrid_90,2012,1,11,7,1,0.46729644248996927,0.0,9,True,False,False
hybrid_90,2012,2,14,8,2,0.8581418557407248,1.0,9,True,False,False
hybrid_90,2012,3,13,15,1,0.7923163961244469,0.0,9,False,False,True
hybrid_90,2012,4,7,6,2,0.599354444666323,0.0,9,True,False,False
hybrid_90,2012,5,8,8,1,0.47344662683040784,1.0,9,False,True,False
hybrid_90,2012,6,11,13,2,0.584123822733714,0.0,9,False,False,True
hybrid_90,2012,7,16,18,2,0.2804541968193841,0.0,9,False,False,True
hybrid_90,2012,8,6,6,2,0.617548614305839,0.0,9,False,True,False
hybrid_90,2012,9,8,12,2,0.36847847277520607,0.0,9,False,False,True
hybrid_90,2012,10,11,15,1,0.49681677147361325,0.0,9,False,False,True
hybrid_90,2012,11,12,13,2,0.6348048871310047,1.0,9,False,False,True
hybrid_90,2012,12,8,12,1,0.1411274954430305,1.0,9,False,False,True
hybrid_90,2012,13,11,11,2,0.4627408460157564,1.0,9,False,True,False
hybrid_90,2012,14,13,11,2,0.5274752803554646,1.0,9,True,False,False
hybrid_90,2012,15,16,12,2,0.43585874298673233,1.0,9,True,False,False
hybrid_90,2012,16,14,16,1,0.7449776699941848,0.0,9,False,False,True
hybrid_90,2012,17,13,6,2,0.35477153800783956,1.0,9,True,False,False
hybrid_90,2012,18,17,13,2,0.3585735179308819,1.0,9,True,False,False
hybrid_90,2012,19,18,20,1,0.13831552277828463,1.0,9,False,False,True
hybrid_90,2012,20,8,14,2,0.7251630469695161,0.0,9,False,False,True
hybrid_90,2012,21,8,12,2,0.17633082456430882,1.0,9,False,False,True
hybrid_90,2012,22,16,17,2,0.9051914450266144,1.0,9,False,False,True
hybrid_90,2012,23,15,11,1,0.1964639080569165,1.0,9,True,False,False
hybrid_90,2012,24,13,9,1,0.03504046163352825,1.0,9,True,False,False
hybrid_90,2012,25,2,2,1,0.11226609005745192,1.0,9,False,True,False
hybrid_90,2012,26,9,9,2,0.9081315644924627,0.0,9,False,True,False
hybrid_90,2012,27,10,15,2,0.7771502009976695,1.0,9,False,False,True
hybrid_90,2012,28,14,14,2,0.6190741515844421,0.0,9,False,True,False
hybrid_90,2012,29,8,10,2,0.27301548520890506,1.0,9,False,False,True
hybrid_90,2012,30,17,19,2,0.5535237875750365,1.0,9,False,False,True
hybrid_90,2012,31,18,18,2,0.9080534501117855,0.0,9,False,True,False
hybrid_90,2012,32,9,9,1,0.3291712281353596,0.0,9,False,True,False
hybrid_90,2012,33,7,7,2,0.6075125914097732,1.0,9,False,True,False
hybrid_90,2012,34,16,17,2,0.4890408367988265,1.0,9,False,False,True
hybrid_90,2013,1,12,15,2,0.6583630097890798,0.0,9,False,False,True
hybrid_90,2013,2,10,12,1,0.7766868523257697,0.0,9,False,False,True
hybrid_90,2013,3,21,17,2,0.8730265642144356,0.0,9,True,False,False
hybrid_90,2013,4,10,14,2,0.7329599151939244,0.0,9,False,False,True
hybrid_90,2013,5,15,18,2,0.6990656394873225,0.0,9,False,False,True
hybrid_90,2013,6,13,13,0,0.0,0.0,9,False,True,False
hybrid_90,2013,7,10,10,2,0.28597065191345417,0.0,9,False,True,False
hybrid_90,2013,8,2,2,0,0.0,0.0,9,False,True,False
hybrid_90,2013,9,13,13,2,0.7279737834299596,0.0,9,False,True,False
hybrid_90,2013,10,14,14,0,0.0,0.0,9,False,True,False
hybrid_90,2013,11,9,10,2,0.5952398930243568,0.0,9,False,False,True
hybrid_90,2013,12,15,14,2,0.5783744787584728,0.0,9,True,False,False
hybrid_90,2013,13,9,9,2,0.7187475913132293,0.0,9,False,True,False
hybrid_90,2013,14,14,14,0,0.0,0.0,9,False,True,False
hybrid_90,2013,15,16,12,2,0.5259118101481588,0.0,9,True,False,False
hybrid_90,2013,16,9,11,1,0.9568870234573646,1.0,9,False,False,True
hybrid_90,2013,17,2,6,2,0.3629127010116997,0.0,9,False,False,True
hybrid_90,2013,18,4,10,2,0.2676160720658708,0.0,9,False,False,True
hybrid_90,2013,19,16,18,1,0.47104435870441685,0.0,9,False,False,True
hybrid_90,2013,20,14,14,2,0.9935984964643569,0.0,9,False,True,False
hybrid_90,2013,21,6,10,2,0.6818805031506681,0.0,9,False,False,True
hybrid_90,2013,22,13,9,1,0.009981307589194577,0.0,9,True,False,False
hybrid_90,2013,23,8,10,1,0.005003578367707817,0.0,9,False,False,True
hybrid_90,2013,24,7,7,0,0.0,0.0,9,False,True,False
hybrid_90,2013,25,6,5,2,0.6414229867517773,0.0,9,True,False,False
hybrid_90,2013,26,13,16,2,0.901498577698015,0.0,9,False,False,True
hybrid_90,2013,27,7,11,2,0.5198593628283948,0.0,9,False,False,True
hybrid_90,2013,28,16,16,0,0.0,0.0,9,False,True,False
hybrid_90,2013,29,10,12,2,0.9583818425037598,0.0,9,False,False,True
hybrid_90,2013,30,17,17,0,0.0,0.0,9,False,True,False
hybrid_90,2013,31,11,11,0,0.0,0.0,9,False,True,False
hybrid_90,2013,32,7,9,2,0.46720718365852176,1.0,9,False,False,True
hybrid_90,2013,33,16,18,2,0.6773732880497348,1.0,9,False,False,True
hybrid_90,2013,34,21,23,1,0.7110440346430034,0.0,9,False,False,True
hybrid_90,2014,1,8,11,2,0.5991950359648152,0.0,9,False,False,True
hybrid_90,2014,2,5,5,0,0.0,0.0,9,False,True,False
hybrid_90,2014,3,9,9,2,0.49763765420072736,1.0,9,False,True,False
hybrid_90,2014,4,4,2,2,0.3117251835207746,0.0,9,True,False,False
hybrid_90,2014,5,10,14,2,0.4216098751154713,1.0,9,False,False,True
hybrid_90,2014,6,17,16,2,0.9017259228804442,0.0,9,True,False,False
hybrid_90,2014,7,12,15,1,0.15154266842731046,1.0,9,False,False,True
hybrid_90,2014,8,15,15,2,0.7875280416888281,1.0,9,False,True,False
hybrid_90,2014,9,12,15,1,0.8892106279073865,0.0,9,False,False,True
hybrid_90,2014,10,15,13,2,0.5389856991833977,1.0,9,True,False,False
hybrid_90,2014,11,9,11,1,0.9526179668412357,0.0,9,False,False,True
hybrid_90,2014,12,8,6,2,0.8207456040811759,0.0,9,True,False,False
hybrid_90,2014,13,14,16,1,0.4059144336855758,0.0,9,False,False,True
hybrid_90,2014,14,17,18,2,0.9435846707219752,0.0,9,False,False,True
hybrid_90,2014,15,2,5,1,0.6988046838005423,0.0,9,False,False,True
hybrid_90,2014,16,11,13,2,0.820065095928547,0.0,9,False,False,True
hybrid_90,2014,17,9,9,1,0.7152545196498707,0.0,9,False,True,False
hybrid_90,2014,18,14,12,1,0.3870670898948776,0.0,9,True,False,False
hybrid_90,2014,19,8,8,1,0.9654283759375609,1.0,9,False,True,False
hybrid_90,2014,20,12,11,2,0.3404499034259959,0.0,9,True,False,False
hybrid_90,2014,21,18,18,2,0.5427544709272245,0.0,9,False,True,False
hybrid_90,2014,22,9,9,2,0.6782611331962617,0.0,9,False,True,False
hybrid_90,2014,23,16,18,1,0.92050875896648,1.0,9,False,False,True
hybrid_90,2014,24,7,9,2,0.2558250220764873,0.0,9,False,False,True
hybrid_90,2014,25,12,15,1,0.03390663774027414,0.0,9,False,False,True
hybrid_90,2014,26,10,8,2,0.45223103847187074,0.0,9,True,False,False
hybrid_90,2014,27,11,9,1,0.03487292441146872,0.0,9,True,False,False
hybrid_90,2014,28,14,15,2,0.5777225286383277,0.0,9,False,False,True
hybrid_90,2014,29,20,20,0,0.0,0.0,9,False,True,False
hybrid_90,2014,30,9,12,2,0.10937192036583743,0.0,9,False,False,True
hybrid_90,2014,31,6,11,2,0.9451048473437285,1.0,9,False,False,True
hybrid_90,2014,32,10,10,2,0.7251443609117536,0.0,9,False,True,False
hybrid_90,2014,33,16,16,0,0.0,0.0,9,False,True,False
hybrid_90,2014,34,14,20,2,0.9297712567414671,1.0,9,False,False,True
hybrid_90,2015,1,10,14,2,0.8217806882414055,1.0,9,False,False,True
hybrid_90,2015,2,7,7,1,0.723202307853694,0.0,9,False,True,False
hybrid_90,2015,3,14,12,2,0.825272217931689,0.0,9,True,False,False
hybrid_90,2015,4,9,12,1,0.7228689430739978,0.0,9,False,False,True
hybrid_90,2015,5,17,14,2,0.17004715197533116,0.0,9,True,False,False
hybrid_90,2015,6,9,13,2,0.9261571357140487,0.0,9,False,False,True
hybrid_90,2015,7,13,8,2,0.9503860901783482,1.0,9,True,False,False
hybrid_90,2015,8,4,9,2,0.45098124930337846,1.0,9,False,False,True
hybrid_90,2015,9,15,13,1,0.8966914665556008,0.0,9,True,False,False
hybrid_90,2015,10,9,12,1,0.8600233361995396,0.0,9,False,False,True
hybrid_90,2015,11,9,6,2,0.9281896376228614,1.0,9,True,False,False
hybrid_90,2015,12,5,5,2,0.45820335744338103,0.0,9,False,True,False
hybrid_90,2015,13,13,15,2,0.9062650131712747,1.0,9,False,False,True
hybrid_90,2015,14,12,12,2,0.28703784783073794,1.0,9,False,True,False
hybrid_90,2015,15,5,6,2,0.9992516076715281,1.0,9,False,False,True
hybrid_90,2015,16,11,13,1,0.5973337731804171,0.0,9,False,False,True
hybrid_90,2015,17,14,18,1,0.6207942276103522,1.0,9,False,False,True
hybrid_90,2015,18,6,8,1,0.9756910259835858,0.0,9,False,False,True
hybrid_90,2015,19,13,15,2,0.4767487401587618,0.0,9,False,False,True
hybrid_90,2015,20,4,9,2,0.25063606441761377,1.0,9,False,False,True
hybrid_90,2015,21,9,13,2,0.936019618357564,1.0,9,False,False,True
hybrid_90,2015,22,12,19,2,0.4707189281156243,0.0,9,False,False,True
hybrid_90,2015,23,8,5,2,0.596192074665521,1.0,9,True,False,False
hybrid_90,2015,24,18,15,1,0.04741344852394924,1.0,9,True,False,False
hybrid_90,2015,25,4,8,2,0.653243085469598,1.0,9,False,False,True
hybrid_90,2015,26,12,14,1,0.3112475319384713,1.0,9,False,False,True
hybrid_90,2015,27,16,16,1,0.2450479734385601,0.0,9,False,True,False
hybrid_90,2015,28,18,14,2,0.4446563358872301,1.0,9,True,False,False
hybrid_90,2015,29,5,5,2,0.46868739850688823,1.0,9,False,True,False
hybrid_90,2015,30,15,18,1,0.20376272054208233,0.0,9,False,False,True
